Customer_ID,Loan_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,No_of_Open_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Oldest_Trade_Open_Months,Outstanding_Loans,Avg_Balance_6M,Bounce_Count_6M,Transaction_Count_3M,Max_DPD_12M,Missed_Payment_Count,Collateral_Value,LTV_Ratio,Default,Default_Date,Disbursal_Date,Vintage_Q,MOB_at_default,MOB_on_book,Target,sample
471,LOAN00471,23,688556,23,Single,PhD,13,712885,Education Loan,1699993,72,13.1,34215,Good,0,0.06,46,16,6,120005,2345228,1.0,1,0,0,0,2,106,6,742845,1,106,60,0,,,0,,2021-09-06,2021Q3,,27,0,train
356,LOAN00356,42,658806,19,Single,Postgraduate,5,860216,Auto Loan,519873,72,10.14,9667,Good,0,0.05,52,22,6,908436,2392285,0.54,4,0,0,0,0,98,3,850797,3,124,90,0,914052.0,0.5688,0,,2020-12-25,2020Q4,,36,0,train
174,LOAN00174,31,1984351,3,Single,Graduate,14,648977,Business Loan,1107934,72,10.27,20676,Good,1,0.73,42,74,3,509070,1464432,0.5,2,0,0,0,0,127,4,748500,1,106,60,1,1597093.0,0.6937,0,,2020-06-09,2020Q2,,42,0,train
150,LOAN00150,51,1480452,13,Married,Postgraduate,19,694076,Home Loan,312508,60,12.19,6981,Average,0,0.33,68,79,2,1045166,975936,0.86,1,0,0,0,1,235,3,740939,1,101,15,0,411955.0,0.7586,0,,2020-09-28,2020Q3,,39,0,train
212,LOAN00212,25,250874,11,Single,PhD,1,170129,Auto Loan,908089,24,12.14,42806,Average,0,0.34,70,10,5,1178447,967445,0.56,1,0,0,0,1,149,4,242746,2,159,90,0,1048393.0,0.8662,0,,2021-03-29,2021Q1,,33,0,train
259,LOAN00259,59,687116,16,Married,Graduate,17,81670,Personal Loan,1127077,36,15.37,39275,Poor,2,0.02,54,3,6,2987167,1682458,0.56,3,0,0,0,0,199,7,119669,3,112,30,2,,,1,2023-01-13,2021-08-01,2021Q3,17.0,28,1,train
136,LOAN00136,36,467821,26,Married,Graduate,8,644734,Business Loan,1485055,24,9.04,67871,Average,2,0.87,36,2,9,1229117,2427190,0.38,4,1,1,1,0,219,0,738073,6,105,60,2,2300449.0,0.6456,1,2023-07-17,2021-04-28,2021Q2,27.0,32,1,train
421,LOAN00421,32,353745,5,Married,High School,2,151730,Auto Loan,573994,48,9.85,14516,Average,0,0.51,66,85,10,1491275,1242666,0.61,1,1,1,1,0,87,0,123955,3,124,90,0,679290.0,0.845,1,2021-03-24,2020-04-09,2020Q2,11.0,44,1,train
168,LOAN00168,42,310857,24,Single,Graduate,4,339218,Home Loan,448038,24,11.17,20917,Poor,0,0.0,81,32,10,2556106,701863,0.75,4,1,0,0,3,124,8,382978,5,134,15,0,771197.0,0.581,1,2023-05-02,2020-08-23,2020Q3,33.0,40,1,train
442,LOAN00442,44,1810031,14,Married,High School,17,716240,Personal Loan,828602,36,7.15,25641,Poor,0,0.2,54,48,8,1146034,1670147,0.07,1,0,0,0,0,101,5,719218,3,163,15,0,,,0,,2019-07-12,2019Q3,,53,0,train
73,LOAN00073,54,1650222,10,Divorced,Postgraduate,2,604251,Business Loan,1678083,60,17.95,42566,Average,2,0.14,23,94,3,137700,392373,0.47,2,0,0,0,0,102,5,634259,5,168,60,2,2731846.0,0.6143,1,2020-12-12,2019-06-16,2019Q2,18.0,54,1,train
170,LOAN00170,24,1951933,3,Divorced,Postgraduate,4,696173,Personal Loan,783900,48,13.33,21158,Poor,4,0.93,7,69,1,1467186,525635,0.99,3,1,1,1,0,40,2,686785,3,96,90,4,,,1,2021-05-04,2020-10-18,2020Q4,7.0,38,1,train
473,LOAN00473,38,2496420,20,Single,Graduate,16,844384,Auto Loan,632777,12,8.46,55178,Average,5,0.48,33,26,9,1903124,551773,0.03,2,2,1,0,1,48,7,855997,2,39,90,4,766957.0,0.825,1,2021-06-11,2019-07-06,2019Q3,23.0,53,1,train
343,LOAN00343,63,1146119,1,Single,Postgraduate,19,925130,Business Loan,1929291,36,7.93,60394,Poor,2,0.1,52,57,10,244094,1113277,0.72,1,2,1,1,0,17,1,974522,0,125,60,1,3162310.0,0.6101,0,,2019-06-16,2019Q2,,54,0,train
333,LOAN00333,52,1257615,19,Divorced,Graduate,5,547896,Personal Loan,318548,60,11.17,6953,Good,0,0.45,77,39,10,2010534,903410,0.59,3,0,0,0,2,39,4,503702,7,168,60,0,,,1,2021-07-05,2021-01-17,2021Q1,6.0,35,1,train
335,LOAN00335,52,2259359,8,Married,High School,16,390274,Home Loan,1393097,48,12.76,37207,Good,0,0.07,38,66,1,2212908,2325745,0.38,3,1,0,0,0,128,7,379938,1,104,30,0,1533967.0,0.9082,0,,2022-02-20,2022Q1,,22,0,train
484,LOAN00484,25,1618732,4,Married,Graduate,18,92722,Home Loan,255956,24,7.0,11459,Average,1,0.31,35,80,4,2212755,74294,0.64,0,1,0,0,0,23,7,141612,3,93,15,0,399818.0,0.6402,1,2021-08-06,2020-02-18,2020Q1,18.0,46,1,train
101,LOAN00101,48,548751,27,Single,Postgraduate,1,701181,Home Loan,1060429,48,14.26,29116,Average,5,0.48,86,94,11,746249,45425,0.32,2,0,0,0,0,114,5,760547,7,10,30,5,1866694.0,0.5681,1,2020-04-22,2019-11-05,2019Q4,5.0,49,1,train
295,LOAN00295,56,573279,23,Divorced,Graduate,14,34413,Personal Loan,817250,12,13.31,73113,Good,1,0.44,18,63,7,879689,1493232,0.35,2,0,0,0,3,157,1,81916,0,77,15,1,,,0,,2020-11-18,2020Q4,,37,0,train
433,LOAN00433,41,713164,21,Divorced,Graduate,11,42157,Home Loan,1086860,24,13.1,51722,Average,0,0.96,100,100,8,972799,1887745,0.35,2,0,0,0,2,230,1,101014,1,162,0,0,1342660.0,0.8095,0,,2021-12-09,2021Q4,,24,0,train
349,LOAN00349,58,719070,27,Married,PhD,10,688034,Home Loan,834401,24,11.9,39239,Good,0,0.99,19,52,4,2495127,2255284,0.83,3,0,0,0,3,173,4,787771,4,147,30,0,1029135.0,0.8108,1,2024-05-04,2022-01-21,2022Q1,28.0,23,1,train
351,LOAN00351,43,2115295,22,Married,Postgraduate,5,468922,Home Loan,733333,48,13.1,19709,Poor,5,0.35,49,92,1,2169562,200222,0.8,0,1,0,0,1,128,5,434572,0,149,15,5,1210383.0,0.6059,0,,2019-03-09,2019Q1,,57,0,train
435,LOAN00435,64,242512,4,Married,High School,14,129755,Home Loan,1367709,36,9.61,43882,Average,1,0.14,88,27,5,1221997,153444,0.31,1,0,0,0,1,151,8,170991,1,61,60,0,2297983.0,0.5952,0,,2019-04-22,2019Q2,,56,0,train
434,LOAN00434,26,869401,18,Married,Graduate,15,54537,Education Loan,853642,36,8.43,26919,Average,1,0.16,83,75,3,266568,2042386,0.96,1,1,1,1,1,64,9,107798,0,168,90,1,,,0,,2021-04-12,2021Q2,,32,0,train
451,LOAN00451,44,2097096,27,Married,Graduate,12,870080,Auto Loan,841444,60,9.29,17585,Average,0,0.57,22,40,7,2739635,2017822,0.86,0,0,0,0,1,221,2,938944,3,58,30,0,1250102.0,0.6731,1,2022-05-12,2020-09-07,2020Q3,20.0,39,1,train
258,LOAN00258,47,974662,2,Married,Graduate,14,230579,Education Loan,284614,48,7.0,6815,Poor,0,0.38,10,7,4,2432117,1027930,0.4,2,1,1,1,0,78,3,195259,6,108,90,0,,,1,2020-10-07,2020-06-26,2020Q2,4.0,42,1,train
322,LOAN00322,48,846350,15,Single,Graduate,3,929349,Auto Loan,1767695,48,7.0,42329,Average,0,0.13,22,52,7,813815,2245794,0.48,1,1,0,0,0,229,6,953249,4,137,15,0,2270870.0,0.7784,1,2020-09-27,2019-04-28,2019Q2,17.0,56,1,train
405,LOAN00405,36,1659553,18,Divorced,PhD,12,879468,Education Loan,92441,36,15.47,3225,Good,4,0.83,64,24,3,456687,1232084,0.11,2,0,0,0,3,146,4,953969,2,88,90,3,,,0,,2021-10-05,2021Q4,,26,0,train
29,LOAN00029,30,1574910,7,Single,Postgraduate,6,427651,Personal Loan,253687,12,12.79,22633,Average,4,0.42,77,45,2,1885673,1105425,0.73,3,0,0,0,2,28,7,392044,7,116,30,4,,,1,2024-06-10,2021-08-03,2021Q3,34.0,28,1,train
426,LOAN00426,30,1579441,13,Single,Graduate,6,137916,Home Loan,1440468,72,8.69,25744,Good,3,0.36,37,2,8,2030295,642809,0.2,4,2,2,1,2,134,7,141830,4,126,90,3,2518598.0,0.5719,1,2019-11-12,2019-02-07,2019Q1,9.0,58,1,train
437,LOAN00437,53,1789841,10,Married,High School,14,158519,Business Loan,1217073,24,11.2,56838,Average,0,0.5,46,23,4,1296965,1502033,0.78,4,1,1,1,0,111,7,149169,0,38,90,0,1754172.0,0.6938,0,,2020-05-10,2020Q2,,43,0,train
500,LOAN00500,51,519108,11,Single,Graduate,17,664086,Personal Loan,1396497,48,14.29,38364,Good,1,0.12,89,6,8,2892001,769898,0.62,4,0,0,0,2,204,7,695971,3,75,15,1,,,0,,2020-05-07,2020Q2,,43,0,train
297,LOAN00297,22,2162421,0,Single,Postgraduate,2,889393,Auto Loan,91357,60,7.0,1808,Good,3,0.31,20,29,9,209807,800094,0.49,0,1,1,1,0,200,4,973552,2,115,90,3,102921.0,0.8876,0,,2019-01-09,2019Q1,,59,0,train
485,LOAN00485,63,1725857,5,Divorced,Graduate,9,444050,Auto Loan,883445,12,13.25,79010,Good,1,0.79,75,7,9,1815769,1093658,0.77,2,0,0,0,3,89,7,490499,3,19,0,0,993156.0,0.8895,0,,2019-12-22,2019Q4,,48,0,train
67,LOAN00067,48,1207014,21,Married,Postgraduate,4,98332,Personal Loan,713181,60,16.27,17445,Good,0,0.02,12,49,5,497771,2064640,0.44,2,0,0,0,1,79,4,65098,2,162,60,0,,,0,,2019-08-13,2019Q3,,52,0,train
85,LOAN00085,44,1366157,18,Single,Postgraduate,18,687704,Auto Loan,1397028,24,7.01,62554,Average,4,0.0,37,93,1,1993214,1170352,0.56,2,0,0,0,1,120,6,757823,2,35,60,3,2232622.0,0.6257,0,,2021-04-10,2021Q2,,32,0,train
153,LOAN00153,55,2165069,28,Single,PhD,15,861355,Home Loan,441132,36,12.72,14804,Good,1,0.7,5,34,3,1039619,1450444,0.58,0,0,0,0,0,93,5,865000,2,68,30,0,557081.0,0.7919,0,,2020-10-04,2020Q4,,38,0,train
235,LOAN00235,61,1484075,22,Married,Postgraduate,3,399670,Home Loan,339838,36,13.46,11525,Average,3,0.23,48,13,1,1476032,1777634,0.4,3,0,0,0,1,152,9,438900,0,154,90,3,599108.0,0.5672,0,,2020-08-11,2020Q3,,40,0,train
125,LOAN00125,36,688692,4,Married,Graduate,5,300547,Auto Loan,1060073,48,7.0,25384,Good,1,0.05,39,36,10,2942395,341536,0.77,0,0,0,0,3,109,7,392028,6,63,90,0,1461516.0,0.7253,1,2021-08-26,2020-08-12,2020Q3,12.0,40,1,train
189,LOAN00189,45,2450978,20,Divorced,Graduate,12,483016,Business Loan,835716,48,10.52,21405,Good,0,0.5,71,66,6,284746,603536,0.68,1,0,0,0,0,93,2,471378,2,147,30,0,1254526.0,0.6662,0,,2020-02-03,2020Q1,,46,0,train
499,LOAN00499,46,2445142,24,Single,Postgraduate,16,192107,Business Loan,840934,36,10.0,27134,Average,0,0.64,39,99,2,2834166,1472365,0.29,4,2,2,2,1,121,8,264148,0,79,90,0,1374758.0,0.6117,0,,2020-04-25,2020Q2,,44,0,train
498,LOAN00498,56,1505359,24,Divorced,Graduate,8,324039,Business Loan,1214091,36,9.92,39129,Good,3,0.62,32,21,6,1750286,2114055,0.3,0,0,0,0,0,81,9,328833,0,101,0,2,2104423.0,0.5769,0,,2019-06-08,2019Q2,,54,0,train
474,LOAN00474,64,2076374,26,Divorced,Postgraduate,11,202787,Personal Loan,1072182,36,7.76,33479,Poor,1,0.61,68,58,11,1038088,573589,0.77,3,1,1,0,1,95,2,186895,2,101,90,1,,,0,,2021-01-26,2021Q1,,35,0,train
6,LOAN00006,39,573064,27,Married,High School,11,494720,Home Loan,328501,24,10.55,15242,Good,1,0.65,18,30,9,883264,653346,0.67,1,1,1,0,2,197,2,574070,2,124,30,0,468261.0,0.7015,0,,2020-04-16,2020Q2,,44,0,train
293,LOAN00293,52,2353544,0,Married,Postgraduate,4,150635,Home Loan,546068,24,12.56,25848,Poor,0,0.66,15,72,7,225141,1210593,0.42,3,1,0,0,1,148,7,104145,2,93,90,0,664800.0,0.8214,0,,2021-10-08,2021Q4,,26,0,train
218,LOAN00218,34,232375,3,Married,PhD,7,161890,Education Loan,1036761,48,12.8,27710,Good,1,0.35,5,5,3,2612329,914388,0.52,2,1,1,0,0,196,0,231155,2,128,30,1,,,0,,2019-01-03,2019Q1,,59,0,train
72,LOAN00072,57,726658,2,Married,Graduate,10,159039,Personal Loan,1509191,36,11.15,49516,Poor,2,0.15,24,80,4,2215823,837418,0.59,4,1,1,1,0,68,7,245818,5,127,90,1,,,1,2023-06-18,2021-05-08,2021Q2,25.0,31,1,train
382,LOAN00382,23,222588,27,Married,Postgraduate,15,44295,Personal Loan,1405731,24,8.55,63930,Good,0,0.06,75,67,5,2984646,697024,0.63,0,0,0,0,2,98,2,57402,5,53,0,0,,,1,2022-06-09,2021-06-28,2021Q2,12.0,30,1,train
35,LOAN00035,43,774648,1,Married,Graduate,13,534981,Business Loan,1412279,24,15.19,68604,Poor,0,0.02,5,50,11,1877919,1772203,0.1,2,0,0,0,0,129,8,577661,3,140,60,0,1789194.0,0.7893,0,,2021-12-18,2021Q4,,24,0,train
428,LOAN00428,26,571300,26,Married,Graduate,8,685646,Education Loan,395511,48,13.93,10794,Average,4,0.46,54,41,3,695638,1013787,0.34,3,0,0,0,0,181,1,672113,5,9,60,4,,,1,2022-10-10,2021-03-29,2021Q1,19.0,33,1,train
49,LOAN00049,34,1282119,10,Single,Postgraduate,12,948510,Home Loan,1684876,36,15.64,58936,Poor,0,0.39,84,21,3,1484086,1587610,0.7,0,1,0,0,0,85,7,972071,3,142,60,0,2145720.0,0.7852,1,2019-12-26,2019-06-15,2019Q2,6.0,54,1,train
9,LOAN00009,22,891582,25,Married,High School,17,958080,Home Loan,82465,36,11.99,2738,Good,0,0.57,59,15,1,2172933,650576,0.16,3,0,0,0,1,183,1,970938,0,102,90,0,93056.0,0.8862,0,,2019-06-27,2019Q2,,54,0,train
467,LOAN00467,38,885312,29,Single,PhD,7,439549,Auto Loan,1725512,12,15.15,155863,Good,1,0.53,72,82,2,2020954,1550283,0.24,4,0,0,0,0,177,0,476282,3,119,0,0,2184268.0,0.79,0,,2020-04-22,2020Q2,,44,0,train
282,LOAN00282,42,1372584,5,Single,Graduate,19,511660,Home Loan,330962,72,11.05,6308,Good,4,0.73,1,71,3,762037,599190,0.24,3,0,0,0,1,14,9,495090,4,150,30,3,379657.0,0.8717,1,2022-04-18,2021-09-02,2021Q3,7.0,27,1,train
327,LOAN00327,49,994174,29,Single,Graduate,3,469092,Auto Loan,1796125,48,10.38,45882,Poor,4,0.52,88,78,2,1602077,2350203,0.48,3,0,0,0,0,134,5,433408,2,105,0,3,2887693.0,0.622,0,,2019-08-28,2019Q3,,52,0,train
309,LOAN00309,33,1315468,3,Single,Graduate,4,946211,Home Loan,497223,12,9.45,43586,Good,3,0.48,88,17,4,108536,1313604,0.96,0,1,1,0,1,198,7,905654,3,28,90,3,855534.0,0.5812,0,,2019-10-06,2019Q4,,50,0,train
389,LOAN00389,45,1385307,21,Married,PhD,2,966523,Personal Loan,1984473,12,12.27,176568,Average,0,0.15,65,51,9,1644139,364864,0.48,3,1,1,0,1,168,4,954253,1,100,90,0,,,0,,2020-06-02,2020Q2,,42,0,train
452,LOAN00452,60,1145667,9,Married,Graduate,10,854547,Auto Loan,1009888,48,12.54,26862,Average,0,0.58,63,71,10,748717,614054,0.88,1,0,0,0,0,203,0,949297,1,179,30,0,1783283.0,0.5663,0,,2019-05-06,2019Q2,,55,0,train
385,LOAN00385,29,2265309,8,Divorced,Postgraduate,1,343164,Personal Loan,1003233,24,15.1,48691,Good,0,0.13,44,86,8,1828222,1221795,0.55,2,0,0,0,3,113,3,310798,3,17,90,0,,,0,,2019-11-27,2019Q4,,49,0,train
418,LOAN00418,26,1717998,12,Divorced,High School,9,204201,Education Loan,892749,36,13.43,30265,Good,3,0.38,76,66,2,2565823,1920872,0.92,0,0,0,0,0,15,0,210338,2,51,15,3,,,0,,2021-02-10,2021Q1,,34,0,train
226,LOAN00226,63,1938389,20,Single,High School,1,727340,Education Loan,1046454,12,11.26,92614,Average,0,0.85,10,47,1,2070322,2244013,1.0,3,1,1,1,2,17,3,777096,3,44,90,0,,,0,,2020-06-24,2020Q2,,42,0,train
432,LOAN00432,40,1625692,4,Married,High School,2,672187,Personal Loan,136263,60,17.66,3435,Good,0,0.24,43,36,6,566274,691488,0.69,3,1,1,0,0,137,5,760281,3,161,30,0,,,0,,2019-12-23,2019Q4,,48,0,train
247,LOAN00247,24,2060773,14,Married,Graduate,7,539150,Home Loan,1154823,72,11.89,22511,Average,4,0.81,62,24,4,113117,1849457,0.68,3,2,1,0,0,150,0,492676,4,158,30,4,2007131.0,0.5754,1,2024-03-29,2022-02-15,2022Q1,25.0,22,1,train
367,LOAN00367,44,764470,23,Married,High School,5,761035,Personal Loan,1904537,24,14.23,91649,Good,2,0.72,90,81,1,1624414,1123004,0.36,1,0,0,0,0,95,2,786276,1,86,90,1,,,0,,2020-01-21,2020Q1,,47,0,train
325,LOAN00325,23,1213173,8,Married,Graduate,18,331328,Business Loan,291549,72,10.62,5492,Good,1,0.9,72,36,2,920699,2206938,0.24,3,0,0,0,2,236,2,339548,1,53,90,1,482956.0,0.6037,0,,2020-04-15,2020Q2,,44,0,train
317,LOAN00317,31,910379,0,Single,Graduate,5,26401,Personal Loan,547846,36,12.5,18327,Average,4,0.3,17,95,9,457802,455058,0.67,2,0,0,0,1,58,1,100458,2,47,60,4,,,0,,2020-04-15,2020Q2,,44,0,train
443,LOAN00443,45,1369739,13,Married,PhD,7,659158,Auto Loan,1636543,24,7.0,73272,Average,0,0.19,30,96,6,1910115,781291,0.65,2,0,0,0,3,183,7,663677,2,26,60,0,2922746.0,0.5599,0,,2021-06-09,2021Q2,,30,0,train
274,LOAN00274,33,511051,12,Single,Graduate,5,860172,Auto Loan,807080,12,7.0,69834,Good,3,0.96,22,53,1,2097008,677597,0.42,0,1,1,1,0,160,3,886934,2,58,90,3,893536.0,0.9032,0,,2021-08-06,2021Q3,,28,0,train
220,LOAN00220,33,997635,25,Married,Postgraduate,19,467686,Personal Loan,1642872,72,14.8,34560,Good,1,0.68,71,17,5,494024,2337012,0.97,1,1,0,0,1,232,4,509671,3,136,30,1,,,1,2023-06-18,2020-09-27,2020Q3,33.0,39,1,train
148,LOAN00148,42,406028,24,Married,Graduate,7,311343,Home Loan,1163014,24,16.08,56989,Poor,0,0.73,60,49,10,1580506,1750632,0.65,0,2,1,1,1,102,0,326742,0,117,90,0,1641062.0,0.7087,0,,2020-04-07,2020Q2,,44,0,train
19,LOAN00019,33,2240728,17,Single,Graduate,14,551679,Personal Loan,1018126,36,10.76,33216,Average,0,0.88,21,67,9,782371,408372,0.54,2,0,0,0,2,192,0,626444,0,27,15,0,,,0,,2020-02-13,2020Q1,,46,0,train
56,LOAN00056,32,351662,23,Married,High School,4,909457,Home Loan,1822272,24,13.73,87260,Average,1,0.67,98,72,5,1397603,1309177,0.18,4,1,1,0,3,108,4,957913,0,36,30,0,2640039.0,0.6902,0,,2021-01-02,2021Q1,,35,0,train
431,LOAN00431,57,867937,3,Married,Graduate,9,793519,Education Loan,1369137,24,16.17,67148,Average,0,0.15,97,42,5,2396669,1630590,0.37,2,0,0,0,1,73,8,892059,5,131,60,0,,,1,2020-12-09,2020-04-11,2020Q2,8.0,44,1,train
81,LOAN00081,44,953558,28,Married,Graduate,10,542569,Education Loan,1277014,24,13.1,60771,Good,0,0.83,49,2,2,2919416,566467,0.85,1,0,0,0,0,75,7,494810,0,161,60,0,,,0,,2021-02-19,2021Q1,,34,0,train
423,LOAN00423,55,962759,12,Single,Postgraduate,4,824261,Personal Loan,1110370,24,10.6,51545,Average,1,0.12,8,34,5,1975034,2031167,0.96,3,0,0,0,0,101,1,829794,0,125,0,0,,,0,,2019-11-05,2019Q4,,49,0,train
5,LOAN00005,61,2307475,13,Married,Postgraduate,10,971640,Personal Loan,1701348,12,10.1,149654,Poor,0,0.95,6,43,2,592496,484719,0.9,0,0,0,0,0,122,0,992580,0,128,15,0,,,0,,2020-01-02,2020Q1,,47,0,train
108,LOAN00108,38,445679,15,Divorced,Graduate,17,21802,Business Loan,1980695,36,9.75,63679,Poor,1,0.38,37,53,8,1360679,401591,0.16,0,1,0,0,0,160,0,53868,6,15,90,0,3000603.0,0.6601,1,2021-12-24,2020-08-29,2020Q3,16.0,40,1,train
272,LOAN00272,61,280499,1,Married,Postgraduate,16,795474,Education Loan,1679600,60,12.87,38104,Good,0,0.03,80,80,4,1666420,1073824,0.29,3,0,0,0,0,172,5,821190,0,109,60,0,,,0,,2020-03-01,2020Q1,,45,0,train
312,LOAN00312,21,1283982,20,Married,PhD,17,478781,Home Loan,1983992,60,10.43,42574,Average,4,0.58,49,96,11,531048,2056467,0.93,3,1,1,1,0,22,7,540800,4,116,60,3,3412020.0,0.5815,1,2021-10-07,2021-03-24,2021Q1,7.0,33,1,train
345,LOAN00345,30,862304,25,Divorced,Graduate,8,105788,Personal Loan,1671711,24,14.8,80896,Good,0,0.62,80,30,4,2580865,595995,0.91,0,0,0,0,0,98,6,113257,0,49,90,0,,,0,,2019-08-21,2019Q3,,52,0,train
270,LOAN00270,56,1509392,12,Married,High School,12,327744,Personal Loan,1984584,48,9.08,49461,Poor,2,0.32,27,93,9,1932873,1174135,0.14,2,0,0,0,0,46,6,347400,1,55,60,2,,,0,,2021-01-06,2021Q1,,35,0,train
245,LOAN00245,42,1212765,12,Married,Graduate,11,116154,Auto Loan,1256908,60,15.04,29928,Poor,3,0.65,61,42,2,1598023,2062678,0.63,3,0,0,0,0,182,9,149051,7,98,15,3,1982850.0,0.6339,1,2021-06-30,2020-09-05,2020Q3,9.0,39,1,test
98,LOAN00098,56,345130,3,Divorced,Postgraduate,11,198112,Home Loan,1786086,12,14.67,160931,Good,0,0.58,80,94,4,2780250,2256480,0.27,0,0,0,0,0,234,1,229367,0,92,30,0,2342815.0,0.7624,0,,2019-04-25,2019Q2,,56,0,test
210,LOAN00210,27,1613504,25,Single,PhD,5,720510,Home Loan,544565,36,8.84,17276,Good,0,0.66,58,56,1,2686852,1462763,0.65,1,1,0,0,0,47,8,736171,5,171,30,0,784710.0,0.694,1,2023-08-08,2020-12-08,2020Q4,32.0,36,1,test
314,LOAN00314,56,632474,15,Single,Graduate,15,927749,Home Loan,723739,48,7.0,17330,Average,0,0.66,15,10,3,2235899,185221,0.55,2,0,0,0,0,135,6,1001815,2,161,0,0,1003898.0,0.7209,0,,2019-04-08,2019Q2,,56,0,test
161,LOAN00161,48,1910336,25,Divorced,PhD,17,776550,Home Loan,123706,36,8.53,3906,Poor,0,0.82,92,57,6,602376,1077266,0.57,4,0,0,0,3,86,3,822696,2,91,30,0,196645.0,0.6291,1,2023-08-25,2021-06-16,2021Q2,26.0,30,1,test
300,LOAN00300,23,482998,23,Divorced,Graduate,16,834679,Auto Loan,1235873,36,18.5,44990,Poor,1,0.17,100,55,3,2273637,2474617,0.04,3,0,0,0,0,188,9,923592,5,133,0,1,1880997.0,0.657,1,2022-09-24,2021-12-27,2021Q4,9.0,24,1,test
116,LOAN00116,54,1725551,16,Married,Graduate,18,299840,Personal Loan,556746,12,11.18,49252,Average,2,0.04,30,16,2,913040,2223888,0.8,0,1,1,0,1,77,0,297487,3,85,60,1,,,1,2022-02-04,2021-10-19,2021Q4,4.0,26,1,test
292,LOAN00292,53,1458623,23,Divorced,Graduate,3,144751,Business Loan,864358,48,13.77,23520,Poor,0,0.49,17,28,11,652697,873180,0.82,3,1,1,0,0,176,0,170023,1,134,90,0,1100697.0,0.7853,0,,2020-11-06,2020Q4,,37,0,test
303,LOAN00303,40,1912684,4,Single,Graduate,18,13917,Personal Loan,720652,48,7.44,17404,Good,0,0.26,71,46,2,911046,1259821,0.16,1,0,0,0,2,219,9,1000,6,171,15,0,,,1,2021-04-16,2019-01-25,2019Q1,27.0,59,1,test
470,LOAN00470,22,960863,7,Single,PhD,4,585104,Home Loan,125146,36,11.53,4128,Average,2,0.06,69,94,7,1471397,353423,0.96,1,0,0,0,1,94,9,581308,0,60,30,1,138292.0,0.9049,0,,2019-09-28,2019Q3,,51,0,test
142,LOAN00142,28,1210721,3,Married,Graduate,2,953190,Auto Loan,1997751,36,12.86,67177,Poor,1,0.25,99,39,11,1826782,984769,0.16,2,0,0,0,0,226,2,971338,2,37,30,1,2537777.0,0.7872,1,2023-12-10,2021-02-02,2021Q1,34.0,34,1,test
242,LOAN00242,37,2367781,13,Single,Graduate,7,336502,Home Loan,1737819,36,16.13,61208,Average,0,0.33,43,39,2,2201324,1388507,0.55,4,1,1,0,1,75,9,289573,2,26,60,0,2093404.0,0.8301,1,2020-04-28,2019-03-07,2019Q1,13.0,57,1,test
398,LOAN00398,52,1002862,4,Married,Graduate,13,176634,Education Loan,1069070,60,17.22,26695,Good,0,0.09,93,19,9,2609450,1084589,0.07,1,0,0,0,1,24,5,169889,3,139,30,0,,,0,,2019-09-29,2019Q3,,51,0,test
69,LOAN00069,50,1631407,11,Single,Graduate,6,753867,Home Loan,1222664,48,10.15,31098,Average,4,0.89,5,60,5,1242078,1437840,0.31,0,0,0,0,1,197,1,704537,2,135,15,4,1429169.0,0.8555,1,2020-10-19,2019-12-17,2019Q4,10.0,48,1,test
126,LOAN00126,51,2241793,27,Single,Postgraduate,5,571059,Auto Loan,351399,24,10.5,16296,Good,0,0.92,5,2,3,718804,800617,0.63,2,0,0,0,1,236,0,610877,3,119,60,0,583204.0,0.6025,0,,2019-01-23,2019Q1,,59,0,test
87,LOAN00087,48,1034754,25,Single,Graduate,19,468685,Home Loan,1791736,12,11.89,159101,Poor,0,0.18,48,64,3,801212,1066611,0.7,2,0,0,0,2,110,6,492828,2,64,60,0,2414617.0,0.742,0,,2019-04-24,2019Q2,,56,0,test
24,LOAN00024,36,686916,13,Single,Graduate,19,797026,Home Loan,1209101,72,12.88,24195,Average,0,0.78,9,42,9,81223,1271277,0.92,1,1,1,0,1,222,3,880317,1,131,30,0,2134380.0,0.5665,0,,2021-02-04,2021Q1,,34,0,test
404,LOAN00404,22,2232965,6,Single,High School,14,128402,Home Loan,531910,24,7.87,24025,Good,1,0.24,22,86,3,299622,2462104,0.13,4,0,0,0,0,31,1,187145,0,73,60,0,953748.0,0.5577,0,,2019-09-11,2019Q3,,51,0,test
377,LOAN00377,23,1676018,28,Divorced,Graduate,9,936600,Education Loan,1063406,48,8.26,26090,Good,0,0.23,49,72,11,882348,252202,0.73,0,0,0,0,0,22,9,1034283,6,173,0,0,,,1,2023-09-06,2021-02-10,2021Q1,31.0,34,1,test
271,LOAN00271,43,2396488,14,Married,Postgraduate,16,642713,Home Loan,1722021,24,15.79,84142,Average,2,0.14,87,1,11,2521294,527308,0.67,3,2,2,2,0,48,2,619808,2,31,90,1,2733519.0,0.63,1,2023-02-10,2020-05-27,2020Q2,33.0,43,1,test
